age,income,tenure_months,monthly_spend,support_tickets,satisfaction_score,login_frequency,avg_session_minutes,region,contract,payment_method,device,churn
67,79786.51493212162,91,90.87796193331907,8,8.293785172554863,32.48140298584046,20.013472698012862,North,Two Year,UPI,iOS,0
52,75452.8174816562,53,110.93735353857625,1,7.0101222969429555,16.196292467106627,32.295056535153705,South,Monthly,UPI,iOS,0
65,49777.458684158584,76,74.69196716798862,3,6.357450569506536,23.979096657564654,18.03088916190914,West,Monthly,Card,Web,1
62,61289.66142519004,57,38.08555926034226,1,,28.39237722383521,27.715404688886956,East,Monthly,Card,iOS,0
43,87962.35474985087,85,103.63592678358707,2,6.993769667334534,19.45832190127932,15.653134432225361,South,Monthly,Card,Web,1
58,73654.29114559013,39,118.74387895513715,0,9.056377222544205,17.82280854559472,29.328145603419102,South,Two Year,Bank Transfer,Web,0
35,34266.83472947511,37,82.52225614764518,2,9.285625360085964,16.280184505805355,31.335750400032474,East,Annual,UPI,Web,1
41,79423.59734577042,41,97.15720273919294,1,9.389043820223847,21.762912175434817,31.760556633350877,East,Monthly,Card,Android,0
45,41138.56630640276,95,70.76526311718789,2,8.374968273788872,24.122858350228064,35.23915202024828,South,Annual,UPI,iOS,0
67,96075.28753914213,59,59.62681615822317,2,7.1989230553112,21.232634342274263,24.632005000711228,North,Annual,Card,Android,0
62,87530.17447650255,15,115.79277041641656,1,7.091129125893256,20.99224153071807,33.14152031496918,South,Annual,UPI,Android,0
43,71377.48047020481,4,96.62487543443383,1,6.784995798578409,17.641579691544315,36.61761957088382,East,Monthly,UPI,iOS,1
51,68459.12255559626,50,99.71105798205647,2,3.5162773609776865,6.849318324490564,11.901528725039466,West,Two Year,Bank Transfer,Android,1
28,60401.29036739676,77,130.06345443983838,1,8.421971569771365,24.284014721296177,16.57085672413118,East,Annual,Bank Transfer,iOS,0
59,79927.52693080061,46,53.354729970442804,6,7.615591462854635,9.007624162696064,8.53869361434591,East,Two Year,Bank Transfer,Web,1
46,56842.88027183464,54,68.43921195521733,1,8.603391252554667,22.33569949460075,31.550297122522938,South,Annual,Card,Android,0
45,70182.53715407767,76,89.73800046504087,2,7.001097362497662,23.29015654995068,8.423209593504914,East,Annual,UPI,Web,0
57,84182.55606342792,50,68.07060286716275,1,8.330202775320993,10.016975268564915,5.981418935673727,East,Monthly,Bank Transfer,iOS,1
50,52640.25604243703,87,108.49409605817351,4,4.858237993135544,13.745394465763919,12.123465871943552,North,Annual,Card,Web,0
21,51443.75972020472,61,79.37802337288048,2,5.212248464255331,32.85032185972821,6.3551919052801225,West,Monthly,Bank Transfer,Android,1
32,38723.959424061904,70,55.22401577508431,3,2.990440280473652,17.44362433491433,24.449422268428886,South,Two Year,Wallet,Web,1
27,41581.599585224205,75,86.97315025562985,2,6.971606367086236,9.458504271958368,12.239116191526286,East,Monthly,UPI,Android,1
56,24775.30314828695,60,90.11016312420364,1,5.88670650077638,23.606154677991285,6.787453791965925,East,Monthly,Card,Web,0
19,81056.23335834165,5,113.04046188688991,2,5.664250812210287,12.591273560987734,21.623140119053456,West,Annual,Card,Android,0
28,104796.11992582097,41,96.79422709442272,3,7.768909042541024,4.556331842821331,22.15400825602342,North,Annual,UPI,Android,1
49,96357.23675634673,14,98.83439174079507,5,6.476637769864031,21.638386836325267,5.1719521226251075,West,Annual,Bank Transfer,Android,0
54,29226.141250216635,49,94.60875052021674,3,4.763745288433774,11.583675289518101,15.576689438765285,North,Annual,Card,iOS,1
44,80946.80277423639,14,79.35332436124209,3,10.0,20.248318395557067,21.328251232243012,North,Annual,Card,Web,0
62,96286.33969831825,49,63.51342654666206,0,7.137081945170271,12.31116973328345,18.788590538771015,West,Two Year,Card,iOS,1
65,54950.18042374939,33,93.66515054978129,2,5.358622810009317,22.950429359887792,19.03465095652536,South,Monthly,UPI,iOS,1
24,,2,75.00625702349078,2,6.061279716413816,19.28448827224155,32.613582808625004,East,Annual,Bank Transfer,Android,1
67,20826.35288229725,12,135.69467861323045,2,6.905656952684353,1.0,41.31890313091216,South,Two Year,UPI,Web,0
49,70868.19569548611,48,125.26546884319656,1,6.902081864162759,20.674087784932116,19.18031362616378,West,Monthly,UPI,Android,0
51,41601.685952436215,8,103.98517397054825,3,9.41367926417799,15.971880700987269,10.103066206782213,West,Monthly,UPI,Web,1
22,69391.97039405332,82,96.35400817878957,1,7.064969072025247,27.917023495335634,19.888752112475665,South,Monthly,UPI,iOS,0
50,30653.535711844634,73,82.36122847056468,1,10.0,20.76645494311096,23.7486379307757,West,Annual,UPI,Android,0
55,76942.8809385071,68,47.166288059585945,2,6.464880995179421,23.293104906271108,21.520493097071412,North,Annual,,Android,0
48,87539.27885938718,17,78.51483330034104,2,7.924941268441817,13.026214392853525,27.496220064019546,East,Monthly,Card,iOS,1
22,47770.04304226631,76,88.0420010021577,2,8.937366330357312,12.469525744274257,41.90718325176593,West,Monthly,Bank Transfer,Web,0
45,39987.703208970444,61,91.88369423333987,1,9.231758918009852,17.820454682576045,6.581912286277118,East,Monthly,UPI,iOS,0
66,18000.0,38,99.08609101047477,2,9.430182769628983,15.475687112443055,17.436282996695763,East,Monthly,Card,Web,0
55,59138.9022503461,1,112.63990593633055,0,6.737580040503771,27.366063365470573,35.87028859625356,West,Monthly,UPI,Web,1
25,52204.93344580469,51,64.23537784921399,0,7.1906682575326375,16.926766588936708,17.301589957607487,East,Annual,UPI,Android,0
67,30877.572928342794,76,64.50773178372967,2,2.984981636841752,9.426247750113902,29.105441550169807,West,Two Year,Card,iOS,1
67,74966.41263886777,4,128.52570039229477,1,6.866782934379047,12.206933604179376,27.67810627612893,North,Annual,UPI,iOS,1
26,55100.65159897772,5,108.12944767579447,1,9.05513210248097,24.755357592298033,33.131918711324225,South,Two Year,Card,Android,0
59,41333.80890980489,37,73.27687173600036,3,8.724622015755001,16.82919859015951,39.22005769743576,West,Two Year,Bank Transfer,iOS,1
39,52799.40707591017,49,81.7836649314329,2,7.052971894282861,16.455017624351672,24.99765436390471,South,Annual,UPI,Android,1
48,88568.69985645154,46,81.91858159975304,2,10.0,25.421312984524572,6.287531931220862,South,Annual,,iOS,0
41,78264.61276261488,41,85.9472236684415,2,6.547191016613828,11.596657677941208,15.696335413622926,West,Annual,Bank Transfer,iOS,1
58,62139.42664703322,25,99.1804927671584,2,5.982562299166171,2.3537659110086864,41.67447579934253,East,Annual,Bank Transfer,Web,0
69,78620.31040622675,6,161.04978238299492,0,,12.029933475503505,9.272219715535236,North,Monthly,Card,iOS,1
59,39459.936959491744,3,90.69269683487957,5,5.291809457778604,19.694623619824387,26.471259122715157,North,Monthly,Card,iOS,1
66,65712.14221599467,10,104.87794451275752,1,8.258071553896013,16.253419357633373,3.0,South,Annual,Bank Transfer,Android,0
67,68241.09127070235,66,34.40569881429572,3,7.690419079734635,7.076992659408971,9.838955362994417,South,Two Year,Bank Transfer,Web,0
22,54663.59681302801,75,70.45300021663495,3,8.236965058834187,25.112416719460857,29.982435532599215,North,Annual,Bank Transfer,Android,0
31,74580.08339106319,42,121.86445008149815,1,6.495569041716941,19.14447862259114,22.323648282967802,West,Monthly,Wallet,iOS,1
55,47830.46399782207,8,97.06946174069847,1,7.101275935123269,20.723102862994445,18.61202357150549,South,Annual,UPI,Web,0
48,76216.0555710746,40,20.0,3,3.496688170204857,20.93727181848359,14.670795780805786,West,Annual,UPI,iOS,1
20,77140.89297368842,94,105.22069606948591,2,7.8395834372287805,8.910330279050735,4.031117143284167,West,Annual,Bank Transfer,Android,0
22,18000.0,24,142.54493183886308,3,7.368030473601404,20.120152415006437,28.24065297603974,South,Monthly,Card,Android,1
45,91186.72547722259,47,25.1227724164062,0,5.32910297546111,24.352176482414045,19.451673673081856,West,Monthly,Bank Transfer,iOS,0
50,18000.0,52,130.58163026936538,2,7.022082195452785,25.98217161259458,8.303213429377115,North,Monthly,Bank Transfer,Android,1
26,51446.921437765246,32,20.0,1,6.7616561864807165,23.048843275090668,22.271702255592555,East,Two Year,UPI,Android,0
26,87557.65675367061,42,113.13996835160239,0,10.0,21.591907610144176,27.23123213869115,West,Monthly,Card,Android,0
24,58019.6920444463,45,84.74054121963279,3,5.3960841541827325,5.838051146607102,20.193936788871643,West,Two Year,UPI,Android,0
47,32743.908385670074,46,20.0,1,7.763424504073394,17.895457430557705,23.043934149811793,North,Monthly,Wallet,iOS,0
18,40937.78464223325,69,98.3841348171936,0,5.345693800446787,11.303979553944876,22.343141339386975,South,Two Year,Card,iOS,0
47,87591.92641905363,56,119.52519247456175,1,6.251615145080541,26.975175173624507,15.638846722346415,South,Monthly,Card,iOS,1
42,22726.900327929958,6,95.9166101146472,1,7.670592221276792,25.91265644663935,22.48833651969849,West,Annual,UPI,iOS,0
42,89837.80422116438,1,102.54482911178839,3,6.84068291553271,11.346298324958646,28.616952381915482,North,Annual,Bank Transfer,Android,0
53,63787.75382106964,40,72.64971662982815,3,7.1898155444369545,17.67815271405789,31.311793059930245,South,Annual,UPI,Web,0
45,38767.30273026646,87,29.158307343369344,3,7.765627583994348,19.73956610454975,29.116564047304088,South,Annual,UPI,iOS,0
55,52171.4684093408,4,105.75592067011192,1,6.360727728962452,24.305538802423236,15.924117718876783,South,Monthly,Card,Web,1
57,42621.06449576389,7,137.49261758338886,1,8.703049109186248,6.270672250927827,27.725912964128053,South,Monthly,UPI,iOS,1
65,84056.95441888763,65,118.88742562682377,1,6.680684436496072,2.5326438031365743,26.189197846028907,South,Monthly,Bank Transfer,Android,1
59,81113.41181478245,43,25.363725111959617,3,7.034155715360629,18.26703957588575,15.612620867993243,East,Annual,Card,iOS,0
44,27178.455054726976,22,39.55316778367199,3,7.814229166799355,1.0,17.82118536214507,South,Annual,Card,Android,1
43,56120.97339257465,20,59.620967746079785,7,7.58590034198022,19.11000686868445,28.11723792382786,South,Monthly,Card,Web,1
30,46009.915428425906,64,37.2107364615957,2,8.29518747172285,22.145454415079193,34.39217337525798,South,Annual,Card,iOS,0
49,93457.21930610614,50,86.32569758668117,4,7.738839482523999,26.65255935829441,5.694952918175513,South,Monthly,UPI,Android,0
25,35297.81940121874,61,96.80247415541568,1,7.997352124645497,13.642022241208052,36.76055114532365,,Monthly,Bank Transfer,Android,0
66,100293.0403030703,27,42.092401502728976,3,6.646866725919259,19.128271522946093,32.47743708317354,South,Monthly,UPI,iOS,1
61,64267.515730627376,51,108.31385377826584,2,5.383089133254615,22.56056887762227,23.792066501494297,South,Annual,UPI,Android,1
24,39437.44305963807,82,103.03311832060042,0,4.773013865320138,9.769959941099497,19.833550389778015,North,Monthly,UPI,Android,0
58,50099.96795179589,31,68.5552262546889,2,4.359792749008091,24.40743458426119,25.51390104297229,North,Two Year,Bank Transfer,Web,1
24,47364.38550309409,38,79.82434042048048,1,10.0,19.92039627659355,16.23491175406927,West,Annual,Card,Android,0
55,36958.39515565887,16,26.505964730409055,0,3.4382852014799865,13.76187568505933,20.40074482047997,West,Annual,Card,Android,1
22,67086.19091406827,61,75.03213531138778,2,9.229329948261075,18.989664005579172,8.724757437049186,North,Monthly,UPI,Android,0
43,37985.85788477944,4,85.22154922390978,2,5.804522680794296,17.024658603741823,6.326293386384755,South,Annual,Wallet,iOS,1
52,18000.0,24,90.06242785684569,2,9.216949652603668,23.460517651735053,42.990759712352954,South,Two Year,UPI,iOS,1
55,56647.11764134019,68,96.36630736060522,2,3.4556819525437357,15.47677936897147,22.56767696567459,East,Annual,UPI,iOS,1
39,25337.16367880658,2,92.32725229691717,4,6.8003403667984195,19.589633453652016,23.833201189021302,North,Monthly,Card,Web,1
65,48452.46090251455,94,77.06968908202988,3,9.671841485142956,13.653478672926811,21.723404862002134,West,Monthly,Card,Android,0
58,44999.73645072617,39,93.5858482766295,3,8.41245625790849,11.435100129157872,14.55003382467198,North,Monthly,Wallet,Android,1
28,45833.24641543209,38,115.06095979930744,0,6.626648716825654,19.20072954336894,19.236441012130598,West,Monthly,UPI,Android,1
52,109021.18823498339,51,82.13505780071067,5,3.896938587401581,11.722626330870014,22.820698245715157,North,Annual,Bank Transfer,Android,1
55,66241.05447773056,61,94.52784672495031,1,4.951769512343416,23.604062040141763,20.230255502032314,South,Monthly,Bank Transfer,Android,1
35,70398.16219789731,44,79.41486812007645,2,9.561550064150945,22.145627725239866,15.230175450749687,South,Two Year,UPI,Android,0
56,25919.23748046952,85,65.59723250561287,2,6.607989957868667,12.64419880559279,26.315399139016403,South,Monthly,Card,Web,1
64,50612.81105998772,92,100.68639000752813,0,7.077899024197153,19.496463023112277,23.69528222681329,West,Annual,Card,Android,1
60,69736.65785871327,20,68.34322167489384,2,7.682009677994473,12.612100697661884,25.536169945693242,South,Two Year,Card,Web,0
57,42460.363915913855,68,96.58440702976571,2,4.985173847751154,6.769810359388268,28.345403308178522,North,Monthly,,Web,0
50,84977.38255739567,29,85.84766114530136,3,7.892393305728304,13.819423827870743,20.46528478931559,West,Monthly,Bank Transfer,iOS,1
32,38540.67511017734,95,75.8819597043957,2,6.4866536828626895,17.64778219509103,20.4800085374667,North,Annual,UPI,Web,1
59,58699.945010966134,25,75.15571503560018,1,7.69929473547842,21.649861074394735,35.3420730602685,North,Monthly,Bank Transfer,iOS,0
36,52106.86392053771,29,69.7563702275294,0,6.217313435087043,19.046359513292373,13.503863119817922,North,Annual,Card,Android,0
45,68615.05450640216,68,35.62596483732959,6,4.525702697896033,24.3537223051976,5.137314265980699,South,Two Year,Card,iOS,1
34,50909.21841918063,75,96.48685285485077,1,6.473466695919571,11.131836800083981,26.999848318517323,West,Annual,Card,Android,0
34,59040.34020443938,13,91.94640475834962,2,8.289321949083604,15.363111284614881,16.335849146131572,North,Two Year,Bank Transfer,iOS,1
26,59805.13798088432,53,110.49010757345481,2,7.869902151430961,29.510566912364276,12.303841384358963,East,Monthly,Card,Web,0
67,48843.469337391376,33,69.05629293079616,1,7.252582474469036,4.482439629344228,29.96714215383178,South,Monthly,Card,iOS,0
25,75672.06510693648,59,141.86150876430003,3,8.726824150117583,14.836319858518038,20.697084546167577,North,Monthly,,Android,1
22,70244.54424642335,53,73.607921564511,0,6.853890178674815,10.49954236566146,10.627923481313417,East,Annual,UPI,iOS,0
66,63050.49320443032,94,58.74671073415912,1,7.29566973382587,16.632211170221446,39.41451507108599,East,Monthly,UPI,Web,0
46,55529.91666383692,89,55.18945240472006,2,6.384396304520667,14.958867587947184,7.503823620423406,East,Monthly,Card,Android,0
40,82523.96867143994,63,32.98232790311013,3,8.826250560480874,22.21508806663058,21.219894468975102,North,Two Year,Bank Transfer,Android,0
56,59811.64663608801,65,130.97883677179385,2,7.695598531127,19.788644615866534,4.996509026375293,North,Monthly,Wallet,Android,0
37,58252.65966782938,86,126.13202172305986,3,6.253171212705268,8.860676996628039,24.435924104670043,East,Monthly,Card,Web,0
24,67303.18065753877,18,103.02235488654274,1,4.668649430902732,13.88286548774639,16.230021698106206,East,Monthly,Wallet,iOS,1
55,102324.90702535871,69,58.117335766726605,2,9.078434167327156,17.999180656120195,29.373473337964327,South,Monthly,Bank Transfer,Android,0
27,35512.163423533515,74,139.3380304467736,2,5.9350894129861125,23.175666188273098,21.84352252323962,North,Monthly,Bank Transfer,iOS,1
46,81936.8516472178,13,74.44842515435032,5,7.32250939923223,35.03069399275949,34.15547001106147,West,Monthly,Card,iOS,1
67,23350.234452761688,84,76.92922506320043,6,10.0,22.91957052268792,18.13257474336468,North,Monthly,Bank Transfer,Android,1
66,69780.00948102973,67,128.1177724130823,3,8.562566220946625,10.912500556153601,7.559100794686742,,Annual,UPI,Web,0
36,99651.82220739208,33,104.76731753442617,4,9.938954301005886,17.343083212205624,24.137644477241793,East,Monthly,Card,iOS,0
58,75750.70753828075,47,151.0330941626378,0,6.285187818680048,19.266833365236664,19.726982675867237,North,Annual,Bank Transfer,Android,1
49,,47,92.46166780957059,0,9.020659874594353,14.364263907595351,5.626661067602903,South,Annual,Card,Web,0
42,52670.11168633234,88,73.08907601263826,3,7.245337288018215,21.291804641541805,12.501577515228607,South,Annual,Bank Transfer,Android,0
25,65683.0384107482,93,66.64585349620613,0,7.82222876530659,2.1003603811965927,15.365807990711597,East,Two Year,UPI,Android,0
37,59454.61806112616,77,29.59011468428119,5,10.0,21.872047349295997,35.9984505136066,West,Monthly,UPI,Android,0
51,47708.514625510186,62,76.64212681581387,0,6.726302098945499,14.665288042986692,28.36701219612981,East,Monthly,Card,Android,1
69,58622.73645955286,10,119.33780016482142,4,7.232732571250112,17.232063378131325,18.87038353486539,North,Monthly,Bank Transfer,iOS,1
18,69364.38553378166,87,102.96502517968207,0,5.664535092436464,28.2600605731855,26.23782756885015,South,Monthly,Card,Android,1
55,48121.22449232591,13,85.60924019681218,4,8.71039654504373,9.169379770737546,3.644861081259588,East,Two Year,Bank Transfer,Android,0
62,47261.79994493695,16,55.151966685510125,2,6.2469342729127195,19.90903495022681,16.91584499966799,South,Annual,UPI,Web,1
67,35074.644372972165,7,91.80619054038212,3,8.938607706892094,23.55745105304513,25.608958411075264,West,Monthly,Card,Android,1
40,73595.95057395572,91,115.38441115586119,2,4.395147489033754,19.192355208004106,23.488386757559212,North,Monthly,UPI,Android,1
24,76997.11176327533,47,97.92157769409954,3,8.132684722117132,6.7006538613587665,17.145794686867525,North,Two Year,Wallet,Android,0
32,70096.52977320338,23,90.00205508900078,2,6.105721379692805,27.45277639110929,21.655226810821,North,Annual,Wallet,Web,0
62,86233.75084003064,8,61.09127040156382,1,8.441879986861359,16.52052164715551,25.042976542408162,West,Monthly,Card,Android,1
63,66933.08801577601,40,111.01545442336038,2,7.176949406147812,14.307214049453801,21.915790058483612,East,Two Year,Card,Android,1
51,73624.24062204665,69,20.0,2,6.289923844723905,15.826619824649562,29.749035612311253,South,Annual,Card,Web,0
24,71684.42336402638,95,96.48537126595436,5,6.542848651310809,15.324975262960916,24.868318988988783,South,Monthly,Bank Transfer,Android,0
24,62986.11957279943,53,162.10965942833798,3,5.7543398899003115,9.668742290751567,26.601164233867113,West,Monthly,Card,Web,1
42,53321.91978114776,58,39.74879838004459,2,8.62423918404546,19.15465410254123,37.42199309407075,West,Annual,Card,iOS,0
48,113711.35754742204,80,77.75891635895903,1,5.417316505976795,13.819368944601994,29.44755699668559,South,Monthly,Card,Web,0
19,55057.07844322281,86,84.76267029625821,3,6.745966314154244,22.696217905048805,37.66862601742875,West,Two Year,Wallet,Android,0
53,50350.6903553504,27,71.12251557830268,1,7.786907285494205,21.623168455306264,15.95277070401838,West,Annual,Card,Web,0
46,74548.21611590235,95,116.09122727676939,1,9.942940693262482,29.37968588234667,7.668275144390062,South,Annual,Bank Transfer,Android,0
18,70540.79713649012,50,99.17353043065903,1,7.184192378483917,16.518567996391237,20.73747288360184,South,Annual,Card,Android,0
22,34094.5859525728,89,89.56901117641958,1,6.787732002884651,12.377251742686285,19.969632744903564,East,Two Year,UPI,iOS,1
41,89698.92160040225,12,108.91817683507841,2,7.665179270697248,7.711803653930996,35.1347273715042,South,Monthly,UPI,Android,1
55,62927.71934228166,10,85.50252127215226,1,3.6751108333534703,33.35340370252369,11.82960010608845,West,Monthly,Wallet,Android,1
60,40559.51590525415,85,180.3959346647054,3,5.162302308825778,22.634755975612933,21.290089355860523,East,Annual,Bank Transfer,iOS,0
40,91153.25051578523,64,89.54040800970223,3,6.561876951906633,13.153060551741461,25.64661429438598,North,Monthly,Card,Android,1
33,78764.86257511539,17,90.85846295469113,0,5.987952443754491,29.85208562486995,22.900922535859227,South,Annual,UPI,Android,0
68,37180.07617714589,86,33.68595851280174,2,4.4785834082862,27.493136687202224,20.456233174851736,East,Annual,Card,iOS,0
41,104098.02248566994,10,68.69649018089729,2,8.658223706984895,8.541057482814038,25.227116078857108,North,Monthly,Card,Android,1
34,,65,119.42133045399429,0,7.641586440247448,12.725675874412197,31.711878678207785,South,Monthly,Wallet,iOS,1
41,64775.68545624898,20,44.936294489203824,4,7.438450920380264,17.07372608387741,35.82170924100396,North,Annual,UPI,iOS,0
18,99984.81372367914,7,20.27328477094136,2,6.020215043037565,10.509404327986266,22.29526486710476,West,Monthly,Bank Transfer,Android,1
33,68504.5512442521,77,85.96946413562725,3,7.334968039928231,17.323943759624022,14.65738821764892,North,Monthly,Card,Android,1
44,64382.1723477113,81,126.12233522424934,1,8.0745640810498,22.983733625078514,35.81080684684028,North,Monthly,Bank Transfer,Android,1
65,50473.39744751624,11,86.27143686088377,2,6.749676708364423,8.387173991743946,12.301298979380588,West,Monthly,Bank Transfer,Android,1
56,77800.70966475573,9,74.9162619212097,4,7.95577280670862,20.05100383581756,38.115209588036194,North,Annual,UPI,Android,0
58,75485.26528112756,59,29.245361867770598,3,5.846697180897305,26.179485828028938,34.09721828426857,East,Two Year,Card,iOS,0
46,65322.96307757365,3,98.5676236810658,2,7.365725032082513,20.801541674893656,35.40458912285983,South,Annual,Bank Transfer,Android,0
23,47620.300214912735,71,104.83825326649135,4,9.14224708097437,17.47068551653936,28.16851770375777,West,Annual,Bank Transfer,iOS,0
38,67858.45679165362,87,31.54802502696699,1,9.294433496079266,13.323287682966207,3.0,North,Monthly,Card,Android,0
69,63464.42671323297,72,119.03597346091657,0,9.456900968414427,23.81589310469546,12.6479125203201,North,Two Year,Wallet,Android,0
20,35663.56498784758,22,107.97086577676328,0,7.685466306235959,9.761559215663752,24.761993986237528,North,Two Year,Bank Transfer,Android,0
63,32620.128270867917,19,118.96947827642036,2,7.253743723258168,19.699542677665857,15.919177013041601,West,Two Year,Card,Android,0
53,77433.37433381492,65,102.50575275500026,2,6.437058842528996,18.17861013137321,19.162481094959016,West,Monthly,Card,iOS,0
32,18000.0,6,104.61048126433955,2,4.127275913920393,25.879277183467963,27.515273627433327,South,Monthly,Card,iOS,1
58,69519.03159314772,52,100.62162696105217,1,4.913670516119163,13.920758672517769,20.470231434742267,North,Monthly,UPI,Web,1
61,54482.17272941586,43,111.05416964503587,5,6.914306547659059,14.515849316748179,11.02881456108094,North,Monthly,,Android,1
20,93781.42535135802,71,30.437266926282447,3,7.015909636481669,9.306945905580037,29.970928418247084,North,Monthly,Bank Transfer,Android,0
23,54143.699398614735,20,39.96821699135456,1,9.600779148971036,21.060989922202864,26.63412497638354,North,Two Year,Card,Web,0
52,79508.65271354171,73,62.91976299430685,1,9.435158519938565,15.033289098774258,19.759036513183926,West,Monthly,UPI,iOS,0
69,56267.895492768585,67,81.1053948498234,1,6.032973559472806,11.96548215911104,28.40139565694206,North,Monthly,UPI,Android,0
19,67502.45937669516,23,96.64410769924538,4,8.591153715651332,12.632286133259026,22.855423567878294,West,Two Year,UPI,Android,0
52,81210.40368024113,34,94.7404495968655,0,6.388982930224352,21.75973847524036,33.98225073173721,North,Two Year,Bank Transfer,iOS,0
25,54823.77424085924,7,118.51317434368093,6,8.360447783106462,10.279276501938554,23.360870970017583,West,Monthly,UPI,Android,1
51,86924.20745896488,43,119.45485895741052,1,8.570230137781467,10.900838245142218,33.91534899922612,South,Monthly,Card,iOS,0
50,43138.646703657374,25,58.82844675118621,0,9.311557780651153,24.274529978621683,5.1371249676230875,North,Annual,Card,Android,0
22,71481.04253628434,11,92.15728330151414,3,6.362506296869415,16.837155969193695,26.13297120890646,West,Two Year,Bank Transfer,Web,1
53,85298.07390133277,54,59.56505356834485,2,8.924316268207571,24.68811560189015,18.419243829872446,,Annual,Card,iOS,0
64,79520.82481938737,54,79.352588849393,2,4.016216138593838,15.484509292835842,14.268541104908465,West,Monthly,UPI,iOS,1
62,107161.78728817902,9,94.65374107145485,2,9.403566658616064,17.992118704223575,32.42650521464613,West,Annual,Wallet,Android,0
19,48204.33501916547,18,20.0,1,7.157471571208522,19.09409490355352,30.00178688688688,West,Annual,Bank Transfer,iOS,0
30,34658.71647033107,8,157.33732118919053,2,7.193662403424314,27.711003870027767,3.9417097981677536,West,Monthly,UPI,Web,1
30,43124.62761310737,65,101.99226032192425,1,3.7363579403262306,27.14110978347189,28.43946071784819,North,Monthly,Card,Android,1
41,79529.73646406562,33,67.12890173759783,6,6.539267991679453,26.072659267346346,27.347332417653412,South,Two Year,UPI,iOS,1
25,75954.30455392633,7,142.82109265690684,4,,13.598267910452257,15.49235644008107,East,Annual,UPI,Android,0
62,67249.64651224314,19,74.57706488541417,1,6.474606784105216,11.092193014317477,14.482264477331512,South,Monthly,UPI,iOS,0
58,40294.94491964314,93,88.97558157484173,1,8.412886693657855,23.325540241426346,7.684822978614331,East,Annual,Card,Web,1
60,81871.08045323934,25,70.38652568807119,2,,27.63731791610572,18.96221292486732,North,Annual,Card,iOS,0
28,38056.49489168811,66,134.5597551233002,3,9.006537537319488,26.139731124831158,20.402612155240906,East,Monthly,UPI,iOS,1
18,90496.8908122918,45,81.85045881082358,2,7.525551640847012,18.09134480133394,29.172971023226612,South,Monthly,Wallet,Android,1
65,,18,89.48452302218527,1,5.615920397133227,23.094659814119048,24.42442328050502,North,Monthly,Bank Transfer,Web,1
33,73061.92522457411,30,121.11346459076339,1,7.295966155743204,23.217713571595905,12.46082696226101,West,Two Year,Card,iOS,1
52,77828.37898447034,2,102.5541837238323,5,9.922068736292061,19.042599539655832,24.149868924503604,West,Monthly,Card,Android,0
65,54157.085084297694,71,83.36955804597784,3,8.045996632661543,19.346615373158997,19.71359122536478,South,Two Year,UPI,Web,1
19,25175.30693609004,32,118.31172917072388,1,7.00204127760077,18.68736735761963,13.586564077019991,North,Annual,UPI,Android,1
18,51740.17401333511,48,161.15449688283854,3,10.0,12.483324267047685,7.694434806048603,East,Two Year,Card,Android,1
18,40956.304695827515,15,94.52231346398264,5,9.170666694354075,13.197632937108331,27.623230015229566,North,Two Year,Wallet,Web,0
26,33165.899318869655,79,88.502802636177,4,8.588447656177383,13.08956746943253,26.017574345315207,East,Two Year,Wallet,Android,0
20,102891.91872390428,21,90.11881250857245,1,7.739482190915437,6.805342562522473,27.010921254528164,West,Two Year,Wallet,Android,1
60,71002.97539656701,54,124.31288502494553,1,8.441465519076884,19.00001949143887,15.445800098574129,South,Monthly,UPI,Android,0
49,73353.12677350764,83,67.02406794901233,0,8.49664452441083,17.715986390137086,23.53971875891588,South,Monthly,Bank Transfer,Web,1
68,58201.50796568251,68,76.65047320865017,5,3.489213912561366,23.333748949785917,9.621722676394768,North,Monthly,Bank Transfer,Android,1
59,61196.8361862444,58,38.876711526200765,4,7.8713915618100625,26.825020980853786,13.120754693333076,South,Annual,UPI,Android,0
68,86220.11500926534,85,49.48396412080079,2,6.926630039129381,27.270060553925703,22.303589797735015,East,Monthly,Card,Android,1
30,,17,69.46599991906089,0,6.350380335667822,27.92925820816826,24.361177272899607,North,Monthly,Card,Android,1
32,76675.26663654413,92,83.32189017818732,1,6.867756623924796,12.700432808976945,7.340638936545741,West,Monthly,Card,Android,1
62,60687.90544740965,53,138.07249977310357,3,4.555057232402258,7.976285054089855,12.482097571276256,,Annual,Bank Transfer,Web,1
30,57472.63640389496,39,101.07978414775673,1,4.132162829936796,24.51520504645803,18.711464475250875,North,Monthly,UPI,iOS,1
20,34047.88835675904,25,57.63764469430619,2,9.319054109662446,27.674934067406305,30.626668596192637,East,Monthly,Wallet,Web,0
52,21489.52062792318,71,63.16058543907654,5,7.985668293505174,28.89194713047298,14.682075224204024,South,Annual,UPI,iOS,0
59,59245.638176539156,93,126.24246049691963,4,3.0978793837391256,21.39497346784663,23.2651775451557,South,Annual,Card,Android,0
68,66242.92722385112,66,118.79831045887576,2,6.220146279617041,4.0230723667746116,24.208533765706726,,Two Year,UPI,Android,1
66,36705.1391924066,4,85.8444973067261,3,8.696937946774103,20.559266244035147,19.75277356848874,North,Annual,Card,iOS,0
24,64241.55296923807,45,71.72420603383503,4,6.723975564674927,21.88808607536587,24.412180343434912,North,Annual,Wallet,Android,1
